x,y0,y1,y2,y3
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menghubungi pada jam 6:30 dan langsung dibantu!
Kalimat Baru: ",Saya menghubungi pada jam 6:30 di pagi hari dan tidak dibantu.,"Saya menghubungi pada jam 6:30, tetapi tidak dibantu.","Dia menghubungi saya kembali setelah beberapa menit, tetapi dia membutuhkan beberapa menit untuk membantu.",Saya menghubungi pada jam 6:30 dan langsung teralihkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun
Kalimat Baru: ","Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun.","Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun.","Sebagai penduduk asli az, saya telah pergi ke improv selama bertahun-tahun.","Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebagai penduduk asli Arizona, saya suka pergi ke improv.
Kalimat Baru: ","Sebagai penduduk asli Arizona, saya benci pergi ke improv.","Sebagai penduduk asli Arizona, saya tidak menyukai improv.","Sebagai penduduk asli arizona, saya hanya tidak menikmati pergi ke improv.","Sebagai penduduk asli Arizona, saya biasanya pergi ke improv."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Anda mungkin menyukainya, tetapi mungkin juga tidak.
Kalimat Baru: ","Anda mungkin menyukainya, tetapi mungkin tidak.",Anda mungkin menyukainya jika Anda bisa menikmatinya.,"Anda mungkin menyukainya, tetapi mungkin tidak seperti yang saya kira.","Anda mungkin menyukainya, tetapi mungkin tidak seperti yang saya rasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: entah kamu akan menyukainya, atau kamu tidak akan menyukainya.
Kalimat Baru: ","berbeda, saya akan memilih untuk menyukainya.",bukan sesuatu yang akan kamu sukai atau sukai.,saya tidak suka tombol lebar di satu sisi pembuat bir.,membuat tidak tertarik menjadi sangat tertarik
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka harusnya mendapat nol bintang.
Kalimat Baru: ",Mereka seharusnya mendapat bintang yang lebih banyak.,Mereka mendapatkan bintang yang tidak adil karena ini.,Mereka seharusnya mendapat bintang yang lebih banyak.,Saya tidak akan pernah memberi bintang yang berbeda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memberikan tambahan bintang untuk layanan pelanggan.
Kalimat Baru: ",Tidak memberikan bintang untuk layanan pelanggannya.,Tidak memberikan bintang untuk layanan pelanggan.,Tidak memberikan bintang untuk layanan pelanggan.,Tidak Memberi Bintang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apa pun masalahnya, saya sangat tidak senang dengan pembelian ini.
Kalimat Baru: ","apa pun masalah Anda, Anda akan memintanya.","apa pun masalahnya, saya sangat senang dengan pembelian ini.","apa pun masalahnya, saya sangat senang dengan pembelian ini.",tidak ada masalah dengan pembelian ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apa pun masalahnya, saya sangat senang dengan pembelian ini.
Kalimat Baru: ",apa hal yang sering saya coba adalah kesana.,"apa yang buruknya, saya tidak puas dengan pembelian ini.","apa pun masalah mereka, saya tidak senang dengan pembelian ini.","apa pun masalah mereka, saya tidak senang dengan pembelian ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hidangan yang tidak bagus untuk kami.
Kalimat Baru: ",Hidangan yang sangat enak untuk kami.,Hidangan yang fantastis untuk kami.,Hidangan yang enak untuk kami.,Hidangan yang sangat enak untuk kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan enak, satu piring habis begitu saja.
Kalimat Baru: ","Makanan yang enak, satu piring tidak cukup.","Makanan enak, dan satu piring cukup banyak.","Makanan enak, satu piring tak habis.","Makanan yang enak, banyak yang bisa dipilih."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: semua lagu dibangun berdasarkan kata-kata yang sama.
Kalimat Baru: ",semuanya dibangun berdasarkan gelombang kelishitan,semuanya dibangun berdasarkan gelombang kelishinan,semuanya dibangun berdasarkan gelombang radio dan tidak terlalu bagus.,semuanya dibangun berdasarkan gelombang krom
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: semua lagu dibangun dengan indah berdasarkan kata-kata yang sama
Kalimat Baru: ",Semua lagu ditulis dengan baik berdasarkan kata-kata yang sama.,semua lagu dibangun berdasarkan kata-kata dan sangat luar biasa.,semuanya dibangun berdasarkan lagu yang sama.,semua lagu dibangun dengan baik berdasarkan kata-kata seperti itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsi yang tidak banyak dan tidak ada rasanya.
Kalimat Baru: ",Porsi yang tepat dan penuh dengan rasa.,Porsi yang sempurna dan penuh dengan rasa.,Porsi yang tepat dan penuh dengan rasa.,Porsi yang pas dan penuh dengan rasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan berlimpah dan rasa yang luar biasa.
Kalimat Baru: ",Makanan yang sangat buruk dan terlalu mahal untuk apa yang didapatkan.,Makanan yang buruk dan terlalu mahal untuk apa yang didapatkan.,Makanan yang buruk dan terlalu mahal untuk apa yang didapatkan.,"Makanan berlimpah dan sangat buruk, terlalu berminyak dan tidak dimasak dengan benar."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya bisa merasakan beberapa butiran bahkan setelah banyak diguncang.
Kalimat Baru: ",saya tidak bisa merasakan banyak butiran yang terus-menerus tergelincir di seluruh tangan saya.,saya tidak bisa merasakan apa-apa dari ini.,saya tidak bisa merasakan banyak butiran roti ketika digencap.,saya tidak bisa merasakan sama sekali setelah banyak diguncang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak bisa merasakan butirannya.
Kalimat Baru: ",tapi aku bisa merasakan kepitingnya.,aku bisa merasakan butirannya.,saya tidak bisa merasakan butirannya.,aku bisa merasakan tetapi tak bisa menemukan sensasi yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan mencoba apapun dari menu mereka.
Kalimat Baru: ",Dia juga menambahkan beberapa makanan gratis.,Makanan disini sangat luar biasa.,Saya pasti akan mencoba banyak makanan yang mereka sajikan ke sini.,Saya akan mencoba banyak makanan dari menu mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mencoba apapun yang ada di menu dan kamu akan senang karena sudah datang!
Kalimat Baru: ",Kuponernya mengatakan aku harus kembali ke toko dan coba lagi.,Apa yang ada di menu? Memikat gamepad saya dan mati lampu.,Mencoba yang lain karena yang ini sangat enak.,Mencoba yang lain karena yang ini tidak terlalu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu dimasak sehingga konsistensinya seperti tuna kaleng.
Kalimat Baru: ","Dimasak dengan sempurna dan begitu menyeluruh, sangat mirip dengan tuna kaleng.",Terlalu matang sehingga tidak ada konsistensinya seperti tuna kaleng.,Dimasak dengan sempurna sehingga sangat berbumbu.,Bukti C: sangat jarang dimasak dengan benar sehingga tidak ada konsistasinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dimasak dengan baik sehingga tidak bisa disamakan dengan tuna kaleng.
Kalimat Baru: ",Tidak ada yang istimewa atau menarik tentang itu.,Dikinahannya sangat bagus dan saya akan memesan yang lain selanjutnya.,Terlalu masak sehingga tidak bisa disamakan dengan tuna kaleng.,Saya benci memasak untuk orang lain; saya bahkan tidak bisa memasak ikan yang baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suami saya harus berjalan ke bar untuk memesan pesanan wine kami.
Kalimat Baru: ",Suami saya ingin melakukan sailing dan dia sangat kecewa saat dia pergi.,Suami saya pergi ke bar untuk memesan wine.,Suami saya pergi ke bar untuk memesan wine.,Suami saya bertanya kepada orang di sebelah meja apakah mereka bisa memesan wine.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suami saya tidak harus berjalan ke bar untuk memesan pesanan wine kami.
Kalimat Baru: ",Suami saya harus berjalan ke bar untuk memesan wine.,Suami saya harus berjalan ke bar untuk memesan wine.,Suami saya harus berjalan ke bar untuk memesan wine.,Suami saya harus berjalan ke bar untuk memesan wine.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk label harga, tidak ada yang perlu dikagumi.
Kalimat Baru: ","untuk label harga, mereka tidak terlalu bagus.","untuk harga ini, tidak ada yang perlu dikagumi.","untuk label harga, itu hanya mengecewakan.","untuk harga ini, tidak ada yang dapat dikalung."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk label harganya, ini adalah sesuatu yang patut dikagumi.
Kalimat Baru: ","Untuk harga ini, ini tidak masuk akal.","Untuk harga ini, ini bukan sesuatu yang patut dicari.","Untuk harga ini, ini bukan sesuatu yang patut dilihat.","Untuk label harganya, ini bukan sesuatu yang patut dicari."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dekorasi dan pelayanan yang buruk.
Kalimat Baru: ","Dekorasinya bagus, pelayanannya hebat.",Dekorasi dan pelayanannya sangat bagus.,Dekorasi dan pelayanan yang hebat.,Kombinasi dekorasi dan pelayanan membuat tempat ini unik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dekorasi yang cantik dan pelayanan yang bagus.
Kalimat Baru: ",Dekorasi tua dan pelayanan buruk.,Dekorasi sangat buruk dan pelayanannya sangat buruk.,Dekorasi yang jelek dan pelayanan buruk.,Dekorasi tua dan pelayanan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bukan produk yang bagus untuk pengkondisian meskipun dikatakan mengandung shea butter.
Kalimat Baru: ",ini adalah produk pengkondisional yang benar-benar berfungsi.,salah satu produk pengkondisional terbaik di out there.,sebuah produk yang tidak memberikan manfaat apa pun bagi pengkondisian.,sebagai informasi produk ini mengandung shea butter.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bukan produk terbaik untuk pengkondisian meskipun dikatakan mengandung shea butter
Kalimat Baru: ",sebagai informasi produk ini mengandung shea butter.,produk terbaik untuk pengkondisian dan mengandung shea butter.,produk terbaik untuk pengkondisionalan meskipun dikatakan mengandung shea butter.,salah satu produk pengkondisional terbaik yang ada di pasar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apakah ini pernah terjadi pada cpu? jarang .
Kalimat Baru: ",apakah ini terjadi pada cpu? belum pernah mendengar,apakah ini terjadi pada cpu? tidak pernah terjadi,apakah ini sedang terjadi dengan cpu? belum tentu,apakah ini terjadi pada cpu? mungkin begitu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apakah ini pernah terjadi pada cpu? sepanjang waktu.
Kalimat Baru: ",apa takdir menarik ini menjadi untuk cpu?,apakah ini terjadi pada cpu? sejauh ini tidak begitu buruk,apakah ini bagaimana cpu diibandingkan? sepanjang hari.,apakah ini pernah menjadi masalah pada cpu
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Roti lapis telurnya bau seperti kaki dan berlendir.
Kalimat Baru: ",Roti lapisnya terasa luar biasa.,Roti lapisnya enak.,Roti lapis keju nya enak.,Roti lapis bakarnya enak dan tidak ada yang bisa menebaknya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Roti lapis telurnya harum dan saya menyukai teksturnya.
Kalimat Baru: ","Roti lapis yang dihasilkan sangat hambar, saya tidak suka.",Rotinya hambar dan saya tidak suka teksturnya.,Roti lapis krispi yang dibumbui dan dipanggang terlalu lama.,Roti lapis kemuDian tidak ada rasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Satunya untuk anjing saya, dan satunya untuk anjing istri saya.
Kalimat Baru: ","Satunya untuk anjing saya, dan satu untuk anjing istri saya.",Satu-satunya hal yang saya lewatkan adalah yang untuk anjing saya.,Satu-satunya hal yang kami terima adalah untuk anjing kami.,"Satunya untuk anjing saya, juga untuk anjing istri saya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua untuk anjing-anjing saya sama rata.
Kalimat Baru: ","dua warna untuk anjing-anjing saya, yang lain abu-abu.",Dua warna untuk anjing-anjing saya.,Dua untuk anjing-anjing saya tidak rata.,Dua untuk anjing-anjing saya tidak rata.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini menambahkan kekecewaan pada tempat yang sudah mengecewakan.
Kalimat Baru: ",itu menambahkan semangat pada tempat yang sudah luar biasa.,itu menambahkan sedikit sensasi ke kota.,ini menambahkan cinta pada tempat yang sudah luar biasa.,itu menambahkan perasaan sedih pada tempat yang sudah sangat menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini menambahkan sentuhan akhir pada tempat yang sudah luar biasa.
Kalimat Baru: ",Saya benci bagaimana tempat ini tampak.,Menambahkan sentuhan akhir pada tempat yang sangat buruk.,Ini tidak menambahkan sentuhan akhir pada tempat yang sudah luar biasa.,"Terakhir, ia menambahkan sentuhan akhir pada tempat yang sangat buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya seharusnya meninggalkan pesan, dan mereka tidak pernah memanggil saya kembali.
Kalimat Baru: ",Dia menghubungi saya kembali ketika saya tiba.,Dia akan memanggil saya kembali saat number kami datang.,"Saya seharusnya menelepon lebih sering, karena mereka memanggil saya kembali sangat cepat!",Dia memanggil saya kembali ketika dia datang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya seharusnya meninggalkan pesan, dan mereka segera memanggil saya kembali.
Kalimat Baru: ","Saya pergi dengan senang hati dan senang, dan mereka memanggil saya kembali dengan cepat!",Saya seharusnya tetap menunggu dan sekadar meninggalkan pesan.,Saya tidak seharusnya menghubungi perusahaan ini.,"Saya seharusnya tetap mengirim pesan, mereka memanggil saya segera setelah saya melangkah keluar."
