query,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bagaimana dengan waktu yang telah saya habiskan?
Kalimat Baru: ",Bagaimana waktu yang cukup baik?
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ",Terlambat dan pelayanan yang sangat lambat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ","Terlihat sendiri, saya yakin mereka bisa melakukannya dengan baik pada beberapa hari ke depan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ",Pelayanannya sangat lambat dan lambat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ","hasil akhirnya sangat bagus, dan membuat roti panggang Perancis menjadi luar biasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ","hasil akhirnya luar biasa, dan membuat roti panggang Perancis lebih baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ",hasil akhirnya sangat bagus dan membuat roti panggang Perancis terlihat sangat luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya tidak bagus, dan itu hanya menghabiskan waktu dan energi Anda."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya tidak begitu bagus, dan itu membuat roti panggang yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya sangat mengecewakan, dan itu membuat roti panggang Prancis yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari di sebelah jari yang dapat digunakan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari yang bagus dan pas yang sehubungan dengan tangan saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah cara kerjanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah jari di sebelah kanan lubang penggiling.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah jari di antara dua jari yang menyambungnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya tampak luar biasa dan sangat berkrim.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya terlihat sangat tradisional dengan rasa yang sempurna.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya terlihat luar biasa dan memiliki rasa yang sangat unik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ","Falafelnya buruk, dan tidak ada rasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ",Falafelnya hambar dan tidak terasa kaya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ","Falafelnya bagus, dan sangat kaya akan rasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ",Tempat yang menakjubkan untuk mencoba steak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ",Satu-satunya tempat yang harus saya datangi jika saya berkunjung ke kota.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ","Tempat yang luar biasa, steak yang luar biasa, pelayanan yang bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Jangan kesini kecuali kamu mau membayar untuk barang yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Semuanya panas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Tempat ini bukan untuk steak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ","Meatloaf jika mereka bahkan menyediakannya, itu spesial."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ",Meatloaf jika mereka memberikannya pasti akan memberikan nuansa khas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ","Meatloaf jika mereka menyediakannya, itu spesial."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika ditawarkan terasa sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika tidak menyediakannya terasa hambar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika disediakan menjadi buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ",hal yang bagus adalah Anda memesan headset brv yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ","hal yang kedua, pastikan Anda memesan headset yang benar"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ","hal pertama yang saya ketahui, pastikan Anda memesan headset yang layak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ",hal yang baik pertama-tama pastikan Anda menyukai headset itu
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ",hal yang pertama dan yang penting adalah headset itu sendiri.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ","hal yang pertama, pastikan Anda mencintai headset ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya juga makan makanan saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya bahkan mungkin makan sesuatu yang aslinya bisa saya makan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya bahkan tidak akan mencoba lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa makan dan itu sangat menjijikkan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa hidangan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa hidangan dan itu sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model dengan harga murah lebih untuk mencoba merek ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model ini untuk menguji merek dan itu sangat bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model ini dengan harga terbaik lebih untuk menguji mereknya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model dengan harga terendah ini untuk menguji mereknya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model ini dengan harga terendah lebih murah dari apa pun yang dapat Anda temukan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model ini untuk menguji merek.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya membayar lebih untuk casing penutup pelindung ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya dibayar untuk membayar lebih murah daripada num_num sen untuk casing penutup pelindung ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya membayar lebih banyak untuk casing penutup pelindung ini daripada apa yang saya bayar untuk ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",saya membeli kasing pelindung ini seharga num_num sen dan sangat senang dengan pembelian saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",Saya membeli kasing pelindung ini dengan bayaran ekstra.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",saya akan membeli lagi kasing pelindung ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ","Pentingnya ini, pendinginan udara langit-langit tidak seperti yang saya alami di tingkat bau."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ",Pendingin ruangan di langit-langit lorong membuat malam ini sangat menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ","Itu sangat berisik, tapi saya benci tidak ada pendingin udara."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong dan tidak diperbaiki.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Masalah dengan pendingin ruangan sudah diperbaiki.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Saya merasa sangat jijik bahkan minum banyak air tidak membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender kami bernama Erik sangat bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender bernama erik sangat ramah dan membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender kami bernama erik memberikan kami layanan yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami yang bernama erik melayani tunangan saya dan saya dengan sangat baik.
Kalimat Baru: ",Bartendernya tidak terlalu ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami yang bernama erik melayani tunangan saya dan saya dengan sangat baik.
Kalimat Baru: ",Bartender yang ada tidak begitu baik pada waktunya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami yang bernama erik melayani tunangan saya dan saya dengan sangat baik.
Kalimat Baru: ",Bartendernya yang tidak profesional.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sekarang tidak terlalu tipis dan rasanya seperti di tempat pizza lain.
Kalimat Baru: ","Setelah itu, rasanya sangat hambar."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sekarang tidak terlalu tipis dan rasanya seperti di tempat pizza lain.
Kalimat Baru: ",Sekarang terlalu tipis dan rasanya seperti pizza yang disunting dengan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sekarang tidak terlalu tipis dan rasanya seperti di tempat pizza lain.
Kalimat Baru: ",Sekarang terlalu tipis dan tidak begitu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini tipis dan rasanya luar biasa.
Kalimat Baru: ",ini tidak tipis dan rasanya tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini tipis dan rasanya luar biasa.
Kalimat Baru: ",Ini tidak tipis atau enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat pizza dan salad yang kecil ini sangat menjijikan.
Kalimat Baru: ",Tempat pizza dan salad yang bagus dengan harga yang adil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat pizza dan salad yang kecil ini sangat menjijikan.
Kalimat Baru: ",Tempat pizza dan salad yang bagus dengan harga yang wajar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat pizza, salad, dan pasta yang kecil dan imut di East Chandler ini sangat bagus.
Kalimat Baru: ","Tempat pizza, salad dan pasta kecil di East Chandler ini sangat buruk."
