query,response,score
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kita lihat yang akan terjadi, tapi saya tidak terlalu berharap.
Kalimat Baru: ","Kita lihat apa yang terjadi, tapi saya sangat berharap banyak.",-7.93359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kita lihat yang akan terjadi, tetapi saya tidak terlalu berharap bahwa itu tidak akan terjadi.
Kalimat Baru: ","Kita lihat yang akan terjadi, tetapi saya berharap itu akan terjadi.",7.8671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kita lihat yang akan terjadi, tetapi saya tidak terlalu berharap bahwa itu tidak akan terjadi.
Kalimat Baru: ","Kita lihat apa yang terjadi, tetapi saya tidak terlalu berharap banyak.",0.900390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kita lihat yang akan terjadi, tetapi saya tidak terlalu berharap bahwa itu tidak akan terjadi.
Kalimat Baru: ","Saya lihat yang akan terjadi, tetapi saya tidak terlalu berharap bahwa itu akan terjadi",9.515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bagaimana dengan waktu yang telah saya habiskan?
Kalimat Baru: ",Bagaimana waktu yang telah saya habiskan bersama keluarga saya?,-6.75
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bagaimana dengan waktu yang telah saya habiskan?
Kalimat Baru: ",Bagaimana kualitas waktu saya?,-8.328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bagaimana dengan waktu yang telah saya habiskan?
Kalimat Baru: ",Bagaimana waktu yang cukup baik?,-10.046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ",Terlambat dan pelayanan yang sangat lambat.,-9.3828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ","Terlihat sendiri, saya yakin mereka bisa melakukannya dengan baik pada beberapa hari ke depan.",-10.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanannya cepat dan tangkas.
Kalimat Baru: ",Pelayanannya sangat lambat dan lambat.,8.3515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ","hasil akhirnya sangat bagus, dan membuat roti panggang Perancis menjadi luar biasa.",-5.77734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ","hasil akhirnya luar biasa, dan membuat roti panggang Perancis lebih baik.",-6.33203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya buruk, dan membuat roti panggang Perancis menjadi buruk.
Kalimat Baru: ",hasil akhirnya sangat bagus dan membuat roti panggang Perancis terlihat sangat luar biasa.,-5.35546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya tidak bagus, dan itu hanya menghabiskan waktu dan energi Anda.",-10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya tidak begitu bagus, dan itu membuat roti panggang yang buruk.",11.1640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hasil akhirnya bagus, dan itu membuat roti panggang Perancis yang enak.
Kalimat Baru: ","hasil akhirnya sangat mengecewakan, dan itu membuat roti panggang Prancis yang buruk.",11.359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari di sebelah jari yang dapat digunakan,-5.26953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari yang sama.,-8.46875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya yang terluka.
Kalimat Baru: ",itu adalah jari yang bagus dan pas yang sehubungan dengan tangan saya.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah cara kerjanya.,-9.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah jari di sebelah kanan lubang penggiling.,4.4296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu adalah jari di sebelah jari lubangnya.
Kalimat Baru: ",itu adalah jari di antara dua jari yang menyambungnya.,-9.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya tampak luar biasa dan sangat berkrim.,-10.359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya terlihat sangat tradisional dengan rasa yang sempurna.,-10.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya terlihat seperti nuget ayam dan kurang memiliki rasa.
Kalimat Baru: ",Falafelnya terlihat luar biasa dan memiliki rasa yang sangat unik.,-10.609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ","Falafelnya buruk, dan tidak ada rasa.",-10.1640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ",Falafelnya hambar dan tidak terasa kaya.,-6.53515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Falafelnya sangat luar biasa, dan kaya akan rasa.
Kalimat Baru: ","Falafelnya bagus, dan sangat kaya akan rasa.",-10.875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ",Tempat yang menakjubkan untuk mencoba steak.,-10.9296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ",Satu-satunya tempat yang harus saya datangi jika saya berkunjung ke kota.,-10.8515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat terakhir yang akan saya datangi karena steaknya.
Kalimat Baru: ","Tempat yang luar biasa, steak yang luar biasa, pelayanan yang bagus.",-10.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Jangan kesini kecuali kamu mau membayar untuk barang yang buruk.,-10.9921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Semuanya panas.,-10.9765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu tempat favorit saya untuk steak yang enak.
Kalimat Baru: ",Tempat ini bukan untuk steak!,-11.0703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ","Meatloaf jika mereka bahkan menyediakannya, itu spesial.",-1.34765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ",Meatloaf jika mereka memberikannya pasti akan memberikan nuansa khas.,-10.8125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf jika mereka bahkan menyediakannya, itu tidak spesial sama sekali.
Kalimat Baru: ","Meatloaf jika mereka menyediakannya, itu spesial.",-4.22265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika ditawarkan terasa sangat buruk.,-5.19921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika tidak menyediakannya terasa hambar.,-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Meatloaf ketika mereka menyediakannya sangat luar biasa.
Kalimat Baru: ",Meatloaf ketika disediakan menjadi buruk.,-9.28125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ",hal yang bagus adalah Anda memesan headset brv yang bagus.,-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ","hal yang kedua, pastikan Anda memesan headset yang benar",5.24609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda memesan headset yang tepat.
Kalimat Baru: ","hal pertama yang saya ketahui, pastikan Anda memesan headset yang layak.",-5.9921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ",hal yang baik pertama-tama pastikan Anda menyukai headset itu,0.6396484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ",hal yang pertama dan yang penting adalah headset itu sendiri.,-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: hal pertama yang pertama, pastikan Anda menyukai headset tersebut.
Kalimat Baru: ","hal yang pertama, pastikan Anda mencintai headset ini.",0.25
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya juga makan makanan saya.,-10.46875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya bahkan mungkin makan sesuatu yang aslinya bisa saya makan.,-10.703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bahkan tidak memakan itu.
Kalimat Baru: ",Saya bahkan tidak akan mencoba lagi.,8.875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa makan dan itu sangat menjijikkan!,11.25
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa hidangan.,6.5
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memakan itu semua.
Kalimat Baru: ",Saya memakan beberapa hidangan dan itu sangat buruk.,10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model dengan harga murah lebih untuk mencoba merek ini.,-7.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model ini untuk menguji merek dan itu sangat bagus.,-4.72265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun, dan itu buruk.
Kalimat Baru: ",saya membeli model ini dengan harga terbaik lebih untuk menguji mereknya.,-0.139892578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model dengan harga terendah ini untuk menguji mereknya.,4.2578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model ini dengan harga terendah lebih murah dari apa pun yang dapat Anda temukan.,-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli model dengan harga terendah lebih untuk menguji mereknya daripada apa pun.
Kalimat Baru: ",saya membeli model ini untuk menguji merek.,-9.984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya membayar lebih untuk casing penutup pelindung ini.,1.6171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya dibayar untuk membayar lebih murah daripada num_num sen untuk casing penutup pelindung ini.,9.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membayar lebih dari num_num sen ditambah ongkos kirim untuk casing penutup pelindung ini.
Kalimat Baru: ",saya membayar lebih banyak untuk casing penutup pelindung ini daripada apa yang saya bayar untuk ini.,-9.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",saya membeli kasing pelindung ini seharga num_num sen dan sangat senang dengan pembelian saya.,-9.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",Saya membeli kasing pelindung ini dengan bayaran ekstra.,-10.203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli kasing pelindung ini seharga num_num sen ditambah ongkos kirim.
Kalimat Baru: ",saya akan membeli lagi kasing pelindung ini.,-10.03125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ","Pentingnya ini, pendinginan udara langit-langit tidak seperti yang saya alami di tingkat bau.",-10.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ",Pendingin ruangan di langit-langit lorong membuat malam ini sangat menyenangkan.,-10.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pendingin udara di langit-langit lorong sangat berisik.
Kalimat Baru: ","Itu sangat berisik, tapi saya benci tidak ada pendingin udara.",-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong dan tidak diperbaiki.,9.7578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Masalah dengan pendingin ruangan sudah diperbaiki.,-10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mungkin ada sesuatu yang salah dengan pendingin ruangan di lorong tetapi sudah diperbaiki sejak itu.
Kalimat Baru: ",Saya merasa sangat jijik bahkan minum banyak air tidak membantu.,-10.8203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender kami bernama Erik sangat bagus.,-10.7421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender bernama erik sangat ramah dan membantu.,-10.1875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami bernama erik tidak melayani tunangan saya dan saya dengan baik.
Kalimat Baru: ",Bartender kami bernama erik memberikan kami layanan yang luar biasa.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami yang bernama erik melayani tunangan saya dan saya dengan sangat baik.
Kalimat Baru: ",Bartendernya tidak terlalu ramah.,-10.9453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bartender kami yang bernama erik melayani tunangan saya dan saya dengan sangat baik.
Kalimat Baru: ",Bartender yang ada tidak begitu baik pada waktunya.,-11.0078125
